Id;movie_title;title_year;color;duration;genres;movie_facebook_likes;director_name;director_facebook_likes;num_critic_for_reviews;num_user_for_reviews;actor_1_name;actor_2_name;actor_3_name;actor_1_facebook_likes;actor_2_facebook_likes;actor_3_facebook_likes;gross;num_voted_users;cast_total_facebook_likes;plot_keywords;language;country;content_rating;budget;aspect_ratio;imdb_score;tomato_score;tomato_audience_score;label
881;Almost Famous;2000;Color;152;Adventure|Comedy|Drama|Music;15000;Cameron Crowe;488;149;822;Philip Seymour Hoffman;Zooey Deschanel;Michael Angarano;22000;11000;947;32522352;207287;36897;band|magazine|rolling stone magazine|smoking marijuana|tour;English;USA;R;60000000;1.85;7,9;10%;64%;0
882;Tooth Fairy;2010;Color;101;Comedy|Family|Fantasy;;;;;;;;;;;;112462508;;;;English;;;48000000;;5,2;23%;45%;0
883;Me Before You;2016;Color;110;Drama|Romance;51000;Thea Sharrock;17;151;130;Sam Claflin;Emilia Clarke;Brendan Coyle;11000;10000;418;56154094;44723;21852;accident|caretaker|economic hardship|quadriplegic|wheelchair;English;UK;PG-13;20000000;2.35;7,6;69%;44%;1
884;Whore;1991;Color;85;Drama;;;;;;;;;;;;1008404;;;;English;;;0;;5,6;13%;84%;0
885;High Art;1998;Color;101;Drama|Romance;;;;;;;;;;;;1929168;;;;English;;;0;;6,3;32%;8%;0
886;Joe Dirt;2001;Color;91;Adventure|Comedy|Drama;0;Dennie Gordon;29;78;205;Brittany Daniel;Erik Per Sullivan;Fred Ward;861;593;459;27087695;41664;2543;first part|grand canyon|highway travel|indian|janitor;English;USA;PG-13;17700000;1.85;5,9;81%;24%;0
887;My Own Private Idaho;1991;Color;104;Drama;0;Gus Van Sant;835;63;153;Keanu Reeves;Udo Kier;Flea;18000;595;535;6401336;36996;19923;friend|hustler|italy|narcolepsy|traveling;English;USA;R;2500000;1.78;7,1;33%;93%;1
888;The Molly Maguires;1970;Color;124;Drama|History;608;Martin Ritt;58;13;36;Frank Finlay;Anthony Zerbe;Samantha Eggar;338;275;104;;2603;800;coal|detective|irish|irish immigrant|pennsylvania;English;USA;PG;11000000;2.35;6,9;62%;66%;0
889;Trainspotting;1996;Color;94;Drama;21000;Danny Boyle;0;134;514;Kelly Macdonald;Shirley Henderson;Ewen Bremner;2000;887;557;16501785;469561;3559;drug culture|drugs|filthy toilet|heroin addict|heroin withdrawal;English;UK;R;3500000;1.85;8,2;19%;94%;1
890;Geronimo: An American Legend;1993;Color;115;History|Action|Drama;;;;;;;;;;;;18635620;;;;English;;;35000000;;5,9;85%;99%;0
891;Good Luck Chuck;2007;Color;101;Comedy|Romance;0;Mark Helfrich;7;127;150;Dane Cook;Dan Fogler;Chelan Simmons;1000;562;440;35000629;74622;2822;breasts|leg spreading|mini skirt|sex|sex in bed;English;USA;R;25000000;1.85;5,6;42%;15%;0
892;Out of Africa;1985;Color;161;Biography|Drama|Romance;0;Sydney Pollack;521;66;200;Meryl Streep;Michael Gough;Michael Kitchen;11000;920;184;87100000;52339;12518;africa|hunter|love|marriage|plantation;English;USA;PG;31000000;1.85;7,2;66%;30%;1
893;Titanic;1997;Color;194;Drama|Romance;26000;James Cameron;0;315;2528;Leonardo DiCaprio;Kate Winslet;Gloria Stuart;29000;14000;794;658672302;793059;45223;artist|love|ship|titanic|wet;English;USA;PG-13;200000000;2.35;7,7;76%;73%;1
894;Tango & Cash;1989;Color;97;Action|Comedy|Crime|Thriller;0;Andrey Konchalovskiy;96;45;149;Sylvester Stallone;Jack Palance;Brion James;13000;549;403;63408614;75365;14432;1980s|80s action|escape|plea bargain|prison;English;USA;R;55000000;2.35;6,3;42%;30%;0
895;Cars 2;2011;Color;106;Adventure|Animation|Comedy|Family|Sport;10000;John Lasseter;487;304;283;Joe Mantegna;Thomas Kretschmann;Eddie Izzard;1000;919;776;191450875;101178;4482;best friend|car race|conspiracy|gadget car|spy;English;USA;G;200000000;2.35;6,3;15%;77%;0
896;Fast & Furious;2009;Color;107;Action|Crime|Drama;;;;;;;;;;;;363164265;;;;English;;;85000000;;6,5;66%;47%;1
897;Fletch;1985;Color;98;Comedy|Crime|Mystery;;;;;;;;;;;;59612888;;;;English;;;8000000;;6,8;4%;36%;1
898;Hellraiser III: Hell on Earth;1992;Color;93;Horror|Thriller|War;;;;;;;;;;;;12534961;;;;English;;;5000000;;5,3;4%;33%;0
899;Re-Kill;2015;Color;88;Action|Horror;898;Valeri Milev;6;18;26;Daniella Alonso;Roger Cross;Jesse Garcia;557;290;200;;1763;1702;after dark|after dark horrorfest|fictional tv news show|outbreak;English;USA;R;9500000;1.78;5,1;36%;98%;0
900;Rambo: First Blood Part II;1985;Color;96;Action|Adventure|Thriller|War;0;George P. Cosmatos;170;96;217;Sylvester Stallone;Julia Nickson;Martin Kove;13000;738;668;150415432;117606;15662;1980s|mission|prison|rambo|vietnam;English;USA;R;44000000;2.35;6,4;78%;27%;0
901;Phantasm;1979;Color;89;Horror|Science Fiction;;;;;;;;;;;;11988469;;;;English;;;300000;;6,5;95%;9%;0
902;Man on Wire;2008;Color;90;Biography|Crime|Documentary|History|Thriller;0;James Marsh;120;194;134;Paul McGill;Philippe Petit;Jean-Louis Blondeau;41;27;0;2957978;40481;68;new york city|passion|reenactment|rooftop|tower;English;UK;PG-13;1000000;1.85;7,8;89%;43%;1
903;Celeste & Jesse Forever;2012;Color;92;Comedy|Drama|Romance;0;Lee Toland Krieger;43;193;61;Ari Graynor;Janel Parrish;Rob Huebel;904;517;172;3094687;24391;1751;best friends|friendship|masturbation|reference to matthias steiner|single;English;USA;R;;2.35;6,7;86%;75%;1
904;Anacondas: The Hunt for the Blood Orchid;2004;Color;97;Action|Adventure|Horror|Thriller;686;Dwight H. Little;27;94;144;Nicholas Gonzalez;Salli Richardson-Whitfield;Johnny Messner;601;543;522;31526393;22243;2730;anaconda|blood|borneo|flower|orchid;English;USA;PG-13;25000000;2.35;4,6;32%;52%;0
905;The Descendants;2011;Color;115;Comedy|Drama;22000;Alexander Payne;729;549;439;Shailene Woodley;Nick Krause;Beau Bridges;8000;727;552;82624961;205284;9578;boating accident|daughters|father daughter relationship|hospital|marriage;English;USA;R;20000000;2.35;7,3;26%;95%;1
906;Hercules;2014;Color;101;Action|Adventure;21000;Brett Ratner;420;245;269;Dwayne Johnson;Rufus Sewell;Ingrid Bols«˜ Berdal;12000;3000;467;72660029;115687;16235;army|greek mythology|hercules|king|mercenary;English;USA;PG-13;100000000;2.35;6;49%;67%;0
907;Babe;1995;Color;91;Comedy|Drama|Family;5000;Chris Noonan;108;79;182;Miriam Margolyes;Christine Cavanaugh;Roscoe Lee Browne;405;368;204;66600000;94435;1185;dog|farmer|pig|sheep|sheepdog;English;Australia;G;30000000;1.85;6,8;96%;95%;1
908;They Live;1988;Color;93;Horror|Sci-Fi|Thriller;27000;John Carpenter;0;172;333;Meg Foster;Peter Jason;George 'Buck' Flower;355;151;133;13008928;73501;837;alien|brainwashing|construction worker|sunglasses|teleportation;English;USA;R;4000000;2.35;7,3;87%;46%;1
909;Hannah and Her Sisters;1986;Color;107;Comedy|Drama;;;;;;;;;;;;40084041;;;;English;;;6400000;;7,6;10%;16%;1
910;Me and Orson Welles;2008;Color;107;Drama;0;Richard Linklater;0;160;69;Zoe Kazan;Aidan McArdle;James Tupper;962;266;240;1186957;9264;1591;high school|mercury theatre|opening night|school|theatre;English;UK;PG-13;25000000;2.35;6,8;20%;92%;0
911;X-Men: Apocalypse;2016;Color;144;Action|Adventure|Sci-Fi;54000;Bryan Singer;0;396;622;Jennifer Lawrence;Michael Fassbender;Tye Sheridan;34000;13000;1000;154985087;148379;49684;mutant|superhero|superhero team|x men|year 1983;English;USA;PG-13;178000000;2.35;7,3;41%;37%;0
912;The Program;2015;Color;112;Drama;;;;;;;;;;;;3286448;;;;English;;;0;;6,1;70%;22%;0
913;Ace Ventura: When Nature Calls;1995;Color;90;Adventure|Comedy;0;Steve Oedekerk;176;59;178;Bruce Spence;Bob Gunton;Sophie Okonedo;531;461;460;108360000;160321;2203;africa|bat|hawaiian shirt|pregnancy|pregnant;English;USA;PG-13;30000000;2.35;6,3;40%;38%;0
914;Stealth;2005;Color;121;Action|Adventure|Sci-Fi|Thriller;0;Rob Cohen;357;145;388;Sam Shepard;Joe Morton;Richard Roxburgh;820;780;653;31704416;45455;2705;artificial intelligence|box office flop|fighter jet|navy|pilot;English;USA;PG-13;135000000;2.35;5;85%;7%;0
915;The Eye;2008;Color;92;Horror|Mystery;0;David Moreau;0;172;156;Chlo«Æ Grace Moretz;Alessandro Nivola;Obba Babatund«∏;17000;527;451;31397498;44130;18765;cellular memory|eye|eye transplant|seeing dead people|violinist;English;USA;PG-13;12000000;2.35;5,4;81%;29%;0
916;Madea Goes to Jail;2009;Color;103;Comedy|Crime|Drama;804;Tyler Perry;0;44;45;Vanessa Ferlito;Keshia Knight Pulliam;Derek Luke;923;619;543;90485233;9544;3699;adaptation directed by original author|cross dressing|madea series|remake|sequel;English;USA;PG-13;;1.85;4,1;55%;31%;0
917;Samsara;2011;Color;102;Documentary|Music;26000;Ron Fricke;330;115;69;Collin Alfredo St. Dic;Balinese Tari Legong Dancers;Puti Sri Candra Dewi;48;0;0;2601847;22457;48;hall of mirrors|mont saint michel france|palace of versailles|turkey the country|yellowstone national park;None;USA;PG-13;4000000;2.35;8,5;27%;40%;0
918;Psycho II;1983;Color;113;Horror|Mystery|Thriller;;;;;;;;;;;;34725000;;;;English;;;5000000;;6;57%;42%;0
919;Simply Irresistible;1999;Color;96;Comedy|Drama|Fantasy|Romance;901;Mark Tarlov;3;35;190;Sarah Michelle Gellar;Dylan Baker;Lawrence Gilliard Jr.;4000;812;353;4394936;11439;5668;chef|female chef|love|magic|restaurant;English;Germany;PG-13;6000000;2.35;5,3;89%;59%;0
920;Room;2015;Color;118;Drama;72000;Lenny Abrahamson;412;421;351;Joan Allen;Jacob Tremblay;Cas Anvar;805;681;491;14677654;161288;2499;based on novel|escape|imprisonment|kidnapping|mother son relationship;English;Ireland;R;13000000;2.35;8,3;94%;61%;0
921;The Great Gatsby;2013;Color;143;Drama|Romance;115000;Baz Luhrmann;1000;490;753;Leonardo DiCaprio;Elizabeth Debicki;Steve Bisley;29000;509;77;144812796;362912;29770;ingratitude|mansion|party|title appears in writing|tragedy;English;Australia;PG-13;105000000;2.35;7,3;1%;89%;1
922;Crazy Stone;2006;Color;98;Comedy|Crime;23;Hao Ning;0;11;9;Bo Huang;Zheng Xu;Zhonghua Chen;4;4;0;;2097;8;bankruptcy|crystal|father son relationship|heist|shower;Mandarin;China;;3000000;2.35;7,7;72%;25%;0
923;Edward Scissorhands;1990;Color;105;Fantasy|Romance;16000;Tim Burton;13000;111;588;Johnny Depp;Dianne Wiest;Conchata Ferrell;40000;967;658;56362352;357581;42330;creation|inventor|magical realism|scissors|suburb;English;USA;PG-13;20000000;1.85;7,9;21%;57%;1
924;Over the Top;1987;Color;93;Action|Drama;;;;;;;;;;;;16057580;;;;English;;;25000000;;5,7;81%;82%;0
925;Halloween: The Curse of Michael Myers;1995;Color;93;Horror|Thriller;0;Joe Chappelle;13;123;335;Donald Pleasence;Kim Darby;Mitchell Ryan;742;152;141;15126948;20815;1227;halloween|michael myers|nudity|returning character with different actor|slasher flick;English;USA;R;5000000;1.85;4,9;94%;47%;0
926;Trouble with the Curve;2012;Color;111;Drama|Sport;11000;Robert Lorenz;39;239;150;Clint Eastwood;Ed Lauter;Bob Gunton;16000;897;461;35754555;47954;17871;aging|baseball|baseball scout|north carolina|pitcher;English;USA;PG-13;;2.35;6,8;7%;64%;1
927;The Impossible;2012;Color;114;Drama|Thriller;54000;J.A. Bayona;171;371;322;Naomi Watts;Geraldine Chaplin;Oaklee Pendergast;6000;382;284;18996755;145270;7099;christmas|resort|thailand|tourist|tsunami;English;Spain;PG-13;45000000;2.35;7,6;74%;75%;0
928;Hollywood Homicide;2003;Color;116;Action|Comedy|Crime|Thriller;648;Ron Shelton;41;132;254;Harrison Ford;Bruce Greenwood;Lena Olin;11000;982;541;30013346;31293;14028;audition|kissing while having sex|machismo|murder|sex;English;USA;PG-13;75000000;2.35;5,3;60%;65%;0
929;Deterrence;1999;Color;104;Drama|Thriller;130;Rod Lurie;37;29;79;Kevin Pollak;Kathryn Morris;Timothy Hutton;574;573;501;144583;2256;1983;colorado|diner|iraq|nuclear missile|president;English;France;R;800000;1.85;6,5;33%;6%;0
930;Tomorrowland;2015;Color;130;Action|Adventure|Family|Mystery|Sci-Fi;37000;Brad Bird;663;443;497;Judy Greer;Chris Bauer;Thomas Robinson;2000;638;604;93417865;128306;5046;boy genius|futuristic city|inventor|teenage girl|time travel;English;USA;PG;190000000;2.2;6,5;25%;66%;0
931;Stake Land;2010;Color;98;Drama|Horror|Sci-Fi;0;Jim Mickle;53;215;141;Connor Paolo;Michael Cerveris;Nick Damici;530;238;65;18469;34263;1038;canada|post apocalypse|road movie|vampire|vampire hunter;English;USA;R;650000;2.35;6,5;57%;98%;0
932;Darkman;1990;Color;96;Action|Science Fiction|Crime;;;;;;;;;;;;48878502;;;;English;;;16000000;;6,2;16%;71%;0
933;The Last Stand;2013;Color;107;Action|Crime|Thriller;24000;Jee-woon Kim;419;376;258;Zach Gilford;James Burnett;Christiana Leucas;971;236;165;12026670;114241;1643;deputy|escape|fbi|modern western|sheriff;English;USA;R;45000000;2.35;6,4;35%;43%;0
934;Pink Ribbons, Inc.;2011;Color;97;Documentary;5000;LÇa Pool;4;23;10;;;;;;;24784;591;0;breast cancer|comma in title|period in title|punctuation in title|three word title;English;Canada;Not Rated;1200000;;7,4;29%;75%;0
935;Buffy the Vampire Slayer            ;;Color;44;Action|Drama|Fantasy|Romance;6000;;;96;665;Sarah Michelle Gellar;Alyson Hannigan;Emma Caulfield;4000;3000;970;;101902;7970;action heroine|coming of age|destiny|double life|vampire;English;USA;TV-14;2300000;1.33;8,2;95%;32%;0
936;Marci X;2003;Color;80;Comedy|Music;241;Richard Benjamin;121;28;66;Damon Wayans;Jane Krakowski;Paula Garc«∏s;836;624;587;1646664;4518;2467;female protagonist|hip hop|jewish american princess|rapper|record label;English;USA;R;20000000;1.85;2,8;47%;92%;0
937;Dennis the Menace;1993;Color;94;Family|Comedy;;;;;;;;;;;;117270765;;;;English;;;35000000;;5,5;69%;64%;0
938;The Pianist;2002; Black and White;150;Biography|Drama|War;21000;Roman Polanski;2000;193;761;Emilia Fox;Frank Finlay;Ed Stoppard;396;338;95;32519322;497946;1075;ghetto|holocaust|jewish|piano|warsaw ghetto;English;France;R;35000000;1.85;8,5;81%;72%;0
939;The Incredibles;2004;Color;115;Action|Adventure|Animation|Family;0;Brad Bird;663;283;815;Holly Hunter;Craig T. Nelson;Lou Romano;1000;723;55;261437578;479166;1901;hero|island|lawsuit|secret|superhero;English;USA;PG;92000000;2.35;8;28%;61%;1
940;Snake Eyes;1998;Color;98;Crime|Mystery|Thriller;880;Brian De Palma;0;117;241;Nicolas Cage;Mike Starr;John Heard;12000;854;697;55585389;64121;15269;assassination|boxing|casino|conspiracy|long take;English;USA;R;69000000;2.35;5,9;88%;83%;0
941;Fantastic 4: Rise of the Silver Surfer;2007;Color;92;Adventure|Fantasy|Action;;;;;;;;;;;;289047763;;;;English;;;130000000;;5,4;25%;48%;0
942;Jesus Christ Superstar;1973;Color;108;Drama|History|Music;;;;;;;;;;;;13200000;;;;English;;;0;;7,1;39%;52%;0
943;Crank: High Voltage;2009;Color;96;Action|Crime|Sci-Fi|Thriller;0;Mark Neveldine;83;150;223;Jason Statham;Clifton Collins Jr.;David Carradine;26000;968;926;13630226;112516;30541;artificial heart|heart|horse penis|prostitute|stripper;English;USA;R;20000000;1.85;6,2;36%;21%;0
944;Before I Wake;2016;Color;97;Drama|Fantasy|Horror;;;;;;;;;;;;3295624;;;;English;;;0;;6,2;48%;13%;0
945;Mad Love;1995;Color;95;Drama|Family|Romance;;;;;;;;;;;;15453274;;;;English;;;0;;5,5;79%;71%;0
946;The Greatest Game Ever Played;2005;Color;120;Drama|History|Sport;0;Bill Paxton;0;86;106;Stephen Dillane;Matthew Knight;Amanda Tilson;577;464;58;15331289;22289;1217;champion|golf tournament|golfer|nostalgia|orchestral music score;English;USA;PG;;1.85;7,5;69%;67%;1
947;Universal Soldier: Day of Reckoning;2012;Color;114;Thriller|Action|Science Fiction;;;;;;;;;;;;1402307;;;;English;;;11500000;;5,1;48%;86%;0
948;Meek's Cutoff;2010;Color;104;Drama|Western;0;Kelly Reichardt;129;200;98;Bruce Greenwood;Zoe Kazan;Shirley Henderson;991;962;887;977600;8204;3427;desert|oregon|survival|trust|water;English;USA;PG;;1.33;6,5;41%;31%;1
949;Bedtime Stories;2008;Color;99;Comedy|Family|Fantasy|Romance;0;Adam Shankman;163;144;116;Adam Sandler;Carmen Electra;Kathryn Joosten;11000;869;495;109993847;72326;12831;2000s|bedtime story|elephant|handyman|tween girl;English;USA;PG;80000000;2.35;6,1;94%;30%;0
950;Beverly Hills Chihuahua 2;2011;Color;93;Family;;;;;;;;;;;;12000000;;;;English;;;0;;5,4;62%;23%;0
951;Dumbo;1941;Color;64;Animation|Family;;;;;;;;;;;;1600000;;;;English;;;812000;;6,8;50%;25%;0
952;Pan's Labyrinth;2006;Color;118;Fantasy|Drama|War;;;;;;;;;;;;83258226;;;;Spanish;;;19000000;;7,6;23%;91%;0
953;Ghosts of Girlfriends Past;2009;Color;100;Fantasy|Comedy|Romance;;;;;;;;;;;;102223269;;;;English;;;0;;5,6;79%;11%;0
954;Pandorum;2009;Color;108;Action|Horror|Mystery|Sci-Fi|Thriller;10000;Christian Alvart;22;219;310;Norman Reedus;Dennis Quaid;Eddie Rouse;12000;2000;61;10326062;121432;14127;future|mission|space|spaceship|survival;English;Germany;R;33000000;2.35;6,8;43%;75%;0
955;Eden Lake;2008;Color;91;Horror|Thriller;0;James Watkins;43;161;357;Michael Fassbender;Jack O'Connell;Lorraine Stanley;13000;698;418;5824;57811;14561;camping|forest|lake|stabbed with glass|vomiting;English;UK;R;;2.35;6,8;21%;80%;1
956;Donovan's Reef;1963;Color;109;Adventure|Comedy|Romance;573;John Ford;673;27;65;Lee Marvin;Cesar Romero;Jack Warden;756;370;359;;5786;1949;falling into water|medical doctor|priest|roof leak|swimming in the ocean;English;USA;Not Rated;2686585;1.85;6,9;58%;91%;0
957;Forsaken;2015;Color;90;Drama|Western;0;Jon Cassar;78;45;49;Demi Moore;Landon Liboiron;Michael Wincott;2000;1000;720;;4693;4142;;English;Canada;R;11000000;2.35;6,3;4%;66%;0
958;The Brothers Grimm;2005;Color;118;Action|Adventure|Comedy|Fantasy|Thriller;0;Terry Gilliam;0;233;492;Matt Damon;Heath Ledger;Mackenzie Crook;13000;13000;871;37899638;98472;27114;creature|curse|exorcism|girl|village;English;USA;PG-13;88000000;1.85;5,9;41%;24%;0
959;Grindhouse;2007;Color;189;Action|Horror|Thriller;0;Robert Rodriguez;0;250;532;Quentin Tarantino;Rosario Dawson;Zo«Æ Bell;16000;3000;1000;25031037;155496;22186;anthropophagus|blood and gore|double feature|real twins playing twins|zombie;English;USA;R;53000000;2.35;7,6;13%;60%;0
960;High Spirits;1988;Color;99;Horror|Fantasy|Comedy;;;;;;;;;;;;7399763;;;;English;;;0;;5,6;19%;78%;0
961;Shocker;1989;Color;109;Thriller|Comedy|Horror;;;;;;;;;;;;16554699;;;;English;;;5000000;;5,5;96%;6%;0
962;Faithful;1996;Color;91;Comedy|Crime|Drama;69;Paul Mazursky;150;21;19;Chazz Palminteri;Ryan O'Neal;Paul Mazursky;979;385;150;2104000;1595;1679;bathroom|bathtub|female protagonist|flashback|kitchen;English;USA;R;13000000;1.85;5,9;86%;20%;0
963;Ben-Hur;2016;Color;141;Adventure|Drama|History;0;Timur Bekmambetov;335;1;1;Morgan Freeman;Ayelet Zurer;Moises Arias;11000;744;635;;67;13391;chariot race|epic|false accusation|jerusalem|slave;English;USA;PG-13;100000000;2.35;6;37%;80%;0
964;The Three Musketeers;2011;Color;110;Action|Adventure|Romance;19000;Paul W.S. Anderson;545;228;254;Milla Jovovich;Logan Lerman;Orlando Bloom;14000;8000;5000;20315324;88542;27694;box office flop|cardinal richelieu|critically bashed|duel|musketeer;English;Germany;PG-13;75000000;2.35;5,8;35%;18%;0
965;Missing in Action 2: The Beginning;1985;Color;100;Action|Adventure|War;;;;;;;;;;;;10755447;;;;English;;;2410000;;5;96%;69%;0
966;Lake Placid;1999;Color;82;Action|Comedy|Horror;2000;Steve Miner;49;152;366;Oliver Platt;Bridget Fonda;Ty Olsson;1000;888;429;31768374;42761;3313;crocodile|eaten alive|lake|maine|sheriff;English;USA;R;27000000;2.35;5,6;74%;70%;0
967;Barbie in 'A Christmas Carol';2008;Color;76;Animation|Family;;;;;;;;;;;;4496912;;;;English;;;0;;6,5;35%;20%;0
968;Bat*21;1988;Color;105;Action|Drama|War;;;;;;;;;;;;3184348;;;;English;;;0;;5,9;78%;31%;0
969;Ned Kelly;2003;Color;110;Action|Adventure|Drama;;;;;;;;;;;;6585516;;;;English;;;0;;6,1;25%;7%;0
970;A Bridge Too Far;1977; Black and White;175;Drama|History|War;0;Richard Attenborough;0;56;210;Ryan O'Neal;Dirk Bogarde;Wolfgang Preiss;385;232;14;50800000;40277;669;airborne troops|allies|operation market garden|panzer|paratrooper;English;USA;PG;26000000;2.35;7,4;23%;78%;0
971;Macabre;1958;Color;72;Horror|Thriller;;;;;;;;;;;;5000000;;;;English;;;90000;;6,1;61%;48%;0
972;Squanto: A Warrior's Tale;1994;Color;102;Drama|Family;;;;;;;;;;;;3337685;;;;English;;;0;;6,1;78%;18%;0
973;The Neon Demon;2016;Color;118;Horror|Thriller;0;Nicolas Winding Refn;0;253;73;Keanu Reeves;Bella Heathcote;Charles Baker;18000;860;500;1330827;9866;19879;beauty|cannibalism|fashion|lesbian|model;English;France;R;7000000;2.35;7;46%;81%;0
974;Highlander II: The Quickening;1991;Color;91;Action|Fantasy|Science Fiction;;;;;;;;;;;;15556340;;;;English;;;30000000;;4,5;82%;0%;0
975;The Place Beyond the Pines;2012;Color;140;Crime|Drama|Thriller;47000;Derek Cianfrance;310;417;376;Ryan Gosling;Ben Mendelsohn;Angelo Anthony Pizza;33000;748;619;21383298;187170;34413;bank|carnival|motorcycle|police|rookie cop;English;USA;R;15000000;2.35;7,3;93%;21%;1
976;Lords of Dogtown;2005;Color;107;Biography|Drama|Sport;5000;Catherine Hardwicke;308;119;194;Heath Ledger;Michael Angarano;Rebecca De Mornay;13000;947;872;11008432;43903;16651;1970s|skateboarder|skateboarding|surf|swimming pool;English;USA;PG-13;25000000;1.85;7,1;34%;48%;0
977;Hot Rod;2007;Color;88;Comedy;0;Akiva Schaffer;82;111;149;Sissy Spacek;Jorma Taccone;Chris Parnell;874;434;432;13920741;59900;2062;humiliation|man child|moped|neighbor|slacker;English;USA;PG-13;;2.35;6,7;45%;63%;0
978;Batman Forever;1995;Color;121;Action|Adventure|Fantasy;0;Joel Schumacher;541;144;539;Michael Gough;Rene Auberjonois;Debi Mazar;920;710;680;184031112;190786;2880;love|necktie|partner|rock music|tuxedo;English;USA;PG-13;100000000;1.85;5,4;55%;32%;0
979;Wonder Boys;2000;Color;107;Comedy|Drama;0;Curtis Hanson;161;173;335;Robert Downey Jr.;Rip Torn;Richard Thomas;21000;826;549;19389454;54643;22974;based on novel|college girl|midlife crisis|pittsburgh pennsylvania|professor;English;USA;R;55000000;2.35;7,4;83%;26%;0
